trade_id,symbol,side,qty,price,notional,account,exec_time,settle_date,exec_broker,customer_type
T20250901-000208,NVDA,SELL,100,61.73,6173.0,FND1031,2025-09-01T20:01:08,2025-09-03,NITE,INTRODUCING
T20250901-000209,BRK.B,SELL,100,184.85,18485.0,FND1037,2025-09-01T20:07:08,2025-09-03,GSCO,INTRODUCING
T20250901-000210,UNH,SELL,500,101.23,50615.0,FND1054,2025-09-01T18:29:56,2025-09-03,JPMC,SELF_CLEAR
T20250901-000211,BRK.B,BUY,1000,150.62,150620.0,FND1025,2025-09-01T17:15:48,2025-09-03,BAML,SELF_CLEAR
T20250901-000212,TSLA,BUY,200,125.42,25084.0,FND1021,2025-09-01T19:38:39,2025-09-03,GSCO,SELF_CLEAR
T20250901-000213,MSFT,BUY,2000,219.96,439920.0,FND1047,2025-09-01T18:26:20,2025-09-03,NITE,SELF_CLEAR
T20250901-000214,MSFT,SELL,500,387.96,193980.0,FND1047,2025-09-01T17:59:20,2025-09-03,NITE,INTRODUCING
T20250901-000215,UNH,SELL,200,43.86,8772.0,FND1004,2025-09-01T19:13:37,2025-09-03,GSCO,INTRODUCING
T20250901-000216,JPM,SELL,100,399.28,39928.0,FND1026,2025-09-01T19:54:18,2025-09-03,MSCO,INTRODUCING
T20250901-000217,BRK.B,BUY,300,434.62,130386.0,FND1050,2025-09-01T17:09:16,2025-09-03,BAML,INTRODUCING
T20250901-000218,JPM,BUY,200,481.68,96336.0,FND1050,2025-09-01T17:52:20,2025-09-03,BAML,INTRODUCING
T20250901-000219,TSLA,SELL,200,338.19,67638.0,FND1010,2025-09-01T18:31:42,2025-09-03,BAML,SELF_CLEAR
T20250901-000220,BAC,BUY,2000,28.06,56120.0,FND1010,2025-09-01T18:19:02,2025-09-03,UBSW,INTRODUCING
T20250901-000221,JPM,SELL,1000,198.16,198160.0,FND1015,2025-09-01T19:26:46,2025-09-03,UBSW,SELF_CLEAR
T20250901-000222,MSFT,BUY,200,354.29,70858.0,FND1011,2025-09-01T16:59:52,2025-09-03,GSCO,INTRODUCING
T20250901-000223,UNH,SELL,500,475.67,237835.0,FND1029,2025-09-01T19:27:06,2025-09-03,JPMC,INTRODUCING
T20250901-000224,BRK.B,SELL,200,459.16,91832.0,FND1034,2025-09-01T20:32:41,2025-09-03,UBSW,SELF_CLEAR
T20250901-000225,NVDA,BUY,500,481.89,240945.0,FND1026,2025-09-01T18:46:41,2025-09-03,JPMC,SELF_CLEAR
T20250901-000226,BRK.B,BUY,2000,370.98,741960.0,FND1043,2025-09-01T17:59:48,2025-09-03,NITE,INTRODUCING
T20250901-000227,BAC,BUY,1000,66.56,66560.0,FND1043,2025-09-01T17:11:10,2025-09-03,CDEL,SELF_CLEAR
T20250901-000228,BAC,SELL,100,336.38,33638.0,FND1038,2025-09-01T18:02:54,2025-09-03,CDEL,SELF_CLEAR
T20250901-000229,AMZN,SELL,200,189.04,37808.0,FND1052,2025-09-01T20:12:01,2025-09-03,MSCO,SELF_CLEAR
T20250901-000230,GOOGL,SELL,200,316.87,63374.0,FND1037,2025-09-01T17:45:07,2025-09-03,JPMC,INTRODUCING
T20250901-000231,MSFT,BUY,1000,352.83,352830.0,FND1001,2025-09-01T17:45:54,2025-09-03,NITE,INTRODUCING
T20250901-000232,BAC,BUY,1500,423.48,635220.0,FND1007,2025-09-01T19:31:51,2025-09-03,NITE,SELF_CLEAR
T20250901-000233,GOOGL,SELL,100,69.12,6912.0,FND1054,2025-09-01T19:18:19,2025-09-03,CDEL,INTRODUCING
T20250901-000234,BAC,SELL,500,421.96,210980.0,FND1021,2025-09-01T18:17:35,2025-09-03,CDEL,SELF_CLEAR
T20250901-000235,AAPL,BUY,1500,71.33,106995.0,FND1008,2025-09-01T17:29:42,2025-09-03,UBSW,SELF_CLEAR
T20250901-000236,BAC,SELL,300,473.37,142011.0,FND1011,2025-09-01T17:39:28,2025-09-03,JPMC,INTRODUCING
T20250901-000237,TSLA,SELL,1500,361.7,542550.0,FND1023,2025-09-01T17:19:59,2025-09-03,BAML,SELF_CLEAR
T20250901-000238,AMZN,BUY,100,107.81,10781.0,FND1044,2025-09-01T20:33:31,2025-09-03,CDEL,INTRODUCING
T20250901-000239,NVDA,BUY,1500,437.23,655845.0,FND1010,2025-09-01T20:10:15,2025-09-03,CDEL,INTRODUCING
T20250901-000240,META,BUY,1500,66.23,99345.0,FND1038,2025-09-01T19:14:13,2025-09-03,JPMC,INTRODUCING
T20250901-000241,AMZN,BUY,200,195.96,39192.0,FND1017,2025-09-01T20:58:48,2025-09-03,CDEL,SELF_CLEAR
T20250901-000242,NVDA,SELL,2000,183.99,367980.0,FND1057,2025-09-01T20:00:56,2025-09-03,CDEL,INTRODUCING
T20250901-000243,AMZN,SELL,1000,448.77,448770.0,FND1004,2025-09-01T20:02:03,2025-09-03,UBSW,SELF_CLEAR
T20250901-000244,BAC,SELL,2000,20.31,40620.0,FND1035,2025-09-01T19:42:46,2025-09-03,UBSW,INTRODUCING
T20250901-000245,BRK.B,BUY,500,431.67,215835.0,FND1010,2025-09-01T18:51:14,2025-09-03,UBSW,INTRODUCING
T20250901-000246,BAC,SELL,1500,435.45,653175.0,FND1004,2025-09-01T17:54:00,2025-09-03,CDEL,SELF_CLEAR
T20250901-000247,META,BUY,300,203.44,61032.0,FND1010,2025-09-01T17:40:33,2025-09-03,NITE,SELF_CLEAR
T20250901-000248,BRK.B,BUY,500,236.59,118295.0,FND1043,2025-09-01T17:28:04,2025-09-03,GSCO,SELF_CLEAR
T20250901-000249,BAC,SELL,1500,247.23,370845.0,FND1001,2025-09-01T20:03:18,2025-09-03,NITE,SELF_CLEAR
T20250901-000250,AMZN,BUY,500,438.61,219305.0,FND1043,2025-09-01T20:26:27,2025-09-03,UBSW,INTRODUCING
T20250901-000251,MSFT,SELL,1000,136.26,136260.0,FND1041,2025-09-01T17:05:09,2025-09-03,NITE,SELF_CLEAR
T20250901-000252,BAC,BUY,200,158.42,31684.0,FND1052,2025-09-01T18:12:36,2025-09-03,GSCO,INTRODUCING
T20250901-000253,TSLA,BUY,2000,310.18,620360.0,FND1033,2025-09-01T17:22:23,2025-09-03,GSCO,INTRODUCING
T20250901-000254,JPM,SELL,300,475.19,142557.0,FND1010,2025-09-01T19:40:23,2025-09-03,CDEL,SELF_CLEAR
T20250901-000255,UNH,BUY,100,468.08,46808.0,FND1016,2025-09-01T20:18:23,2025-09-03,JPMC,SELF_CLEAR
T20250901-000256,NVDA,BUY,1500,306.22,459330.0,FND1037,2025-09-01T18:46:01,2025-09-03,JPMC,INTRODUCING
T20250901-000257,JPM,SELL,1500,308.52,462780.0,FND1019,2025-09-01T18:27:56,2025-09-03,NITE,SELF_CLEAR
T20250901-000258,BRK.B,BUY,1500,11.53,17295.0,FND1006,2025-09-01T19:13:12,2025-09-03,CDEL,SELF_CLEAR
T20250901-000259,NVDA,SELL,2000,306.38,612760.0,FND1038,2025-09-01T19:23:10,2025-09-03,JPMC,SELF_CLEAR
T20250901-000260,META,BUY,1500,72.08,108120.0,FND1031,2025-09-01T19:17:09,2025-09-03,MSCO,INTRODUCING
T20250901-000261,NVDA,BUY,100,48.45,4845.0,FND1029,2025-09-01T20:58:35,2025-09-03,NITE,SELF_CLEAR
T20250901-000262,UNH,BUY,1000,317.45,317450.0,FND1044,2025-09-01T19:26:10,2025-09-03,UBSW,SELF_CLEAR
T20250901-000263,TSLA,BUY,500,240.35,120175.0,FND1043,2025-09-01T17:42:51,2025-09-03,CDEL,INTRODUCING
T20250901-000264,TSLA,BUY,1500,219.37,329055.0,FND1050,2025-09-01T19:25:50,2025-09-03,NITE,SELF_CLEAR
T20250901-000265,XOM,BUY,500,196.4,98200.0,FND1030,2025-09-01T20:00:41,2025-09-03,GSCO,INTRODUCING
T20250901-000266,AMZN,SELL,100,221.24,22124.0,FND1030,2025-09-01T19:44:10,2025-09-03,UBSW,INTRODUCING
T20250901-000267,MSFT,BUY,100,107.4,10740.0,FND1045,2025-09-01T18:56:03,2025-09-03,JPMC,INTRODUCING
T20250901-000268,AAPL,BUY,200,99.8,19960.0,FND1038,2025-09-01T17:38:49,2025-09-03,MSCO,SELF_CLEAR
T20250901-000269,META,SELL,100,306.0,30600.0,FND1042,2025-09-01T20:57:24,2025-09-03,UBSW,SELF_CLEAR
T20250901-000270,META,BUY,100,237.93,23793.0,FND1006,2025-09-01T19:47:53,2025-09-03,MSCO,SELF_CLEAR
T20250901-000271,TSLA,BUY,200,412.78,82556.0,FND1046,2025-09-01T20:34:48,2025-09-03,JPMC,INTRODUCING
T20250901-000272,BAC,BUY,100,172.81,17281.0,FND1053,2025-09-01T20:55:16,2025-09-03,CDEL,INTRODUCING
T20250901-000273,BAC,BUY,1500,115.06,172590.0,FND1009,2025-09-01T17:31:11,2025-09-03,CDEL,SELF_CLEAR
T20250901-000274,BAC,BUY,1500,109.22,163830.0,FND1044,2025-09-01T20:28:15,2025-09-03,UBSW,INTRODUCING
T20250901-000275,NVDA,SELL,1500,60.27,90405.0,FND1047,2025-09-01T17:52:57,2025-09-03,NITE,INTRODUCING
T20250901-000276,XOM,SELL,1000,437.3,437300.0,FND1010,2025-09-01T19:26:56,2025-09-03,CDEL,SELF_CLEAR
T20250901-000277,UNH,SELL,200,269.02,53804.0,FND1042,2025-09-01T18:06:23,2025-09-03,BAML,INTRODUCING
T20250901-000278,MSFT,BUY,100,216.24,21624.0,FND1054,2025-09-01T17:03:42,2025-09-03,JPMC,INTRODUCING
T20250901-000279,XOM,BUY,1000,70.96,70960.0,FND1002,2025-09-01T17:36:55,2025-09-03,MSCO,INTRODUCING
T20250901-000280,NVDA,SELL,1000,114.51,114510.0,FND1023,2025-09-01T17:43:08,2025-09-03,NITE,SELF_CLEAR
T20250901-000281,BAC,BUY,1500,212.5,318750.0,FND1017,2025-09-01T19:43:45,2025-09-03,NITE,INTRODUCING
T20250901-000282,BAC,SELL,2000,417.71,835420.0,FND1045,2025-09-01T17:15:26,2025-09-03,UBSW,INTRODUCING
T20250901-000283,AMZN,BUY,500,497.62,248810.0,FND1021,2025-09-01T20:39:19,2025-09-03,MSCO,SELF_CLEAR
T20250901-000284,AMZN,BUY,200,346.56,69312.0,FND1020,2025-09-01T19:12:19,2025-09-03,GSCO,SELF_CLEAR
T20250901-000285,XOM,SELL,1500,292.72,439080.0,FND1044,2025-09-01T19:03:35,2025-09-03,MSCO,INTRODUCING
T20250901-000286,UNH,BUY,1500,183.22,274830.0,FND1011,2025-09-01T19:08:37,2025-09-03,UBSW,SELF_CLEAR
T20250901-000287,BAC,SELL,1000,242.43,242430.0,FND1010,2025-09-01T18:32:31,2025-09-03,GSCO,INTRODUCING
T20250901-000288,XOM,SELL,200,79.84,15968.0,FND1054,2025-09-01T17:26:01,2025-09-03,GSCO,INTRODUCING
T20250901-000289,XOM,SELL,2000,270.86,541720.0,FND1031,2025-09-01T20:41:52,2025-09-03,JPMC,SELF_CLEAR
T20250901-000290,XOM,SELL,1000,90.4,90400.0,FND1049,2025-09-01T18:22:49,2025-09-03,UBSW,INTRODUCING
T20250901-000291,MSFT,BUY,1500,119.94,179910.0,FND1051,2025-09-01T17:39:39,2025-09-03,CDEL,INTRODUCING
T20250901-000292,GOOGL,BUY,200,491.8,98360.0,FND1028,2025-09-01T17:24:15,2025-09-03,NITE,INTRODUCING
T20250901-000293,AAPL,SELL,1500,89.96,134940.0,FND1024,2025-09-01T20:10:07,2025-09-03,BAML,INTRODUCING
T20250901-000294,AMZN,BUY,200,415.0,83000.0,FND1022,2025-09-01T19:34:11,2025-09-03,NITE,SELF_CLEAR
T20250901-000295,GOOGL,SELL,500,225.01,112505.0,FND1026,2025-09-01T18:50:21,2025-09-03,GSCO,INTRODUCING
T20250901-000296,AAPL,SELL,500,108.8,54400.0,FND1048,2025-09-01T20:46:01,2025-09-03,BAML,SELF_CLEAR
T20250901-000297,MSFT,SELL,2000,115.64,231280.0,FND1023,2025-09-01T20:24:30,2025-09-03,GSCO,SELF_CLEAR
T20250901-000298,NVDA,SELL,100,159.35,15935.0,FND1030,2025-09-01T20:19:54,2025-09-03,BAML,SELF_CLEAR
T20250901-000299,GOOGL,BUY,2000,255.73,511460.0,FND1034,2025-09-01T17:55:20,2025-09-03,GSCO,INTRODUCING
T20250901-000300,XOM,SELL,2000,428.58,857160.0,FND1007,2025-09-01T18:18:59,2025-09-03,NITE,INTRODUCING
T20250901-000301,XOM,SELL,2000,208.71,417420.0,FND1042,2025-09-01T18:53:46,2025-09-03,MSCO,SELF_CLEAR
T20250901-000302,XOM,BUY,2000,268.58,537160.0,FND1020,2025-09-01T20:37:15,2025-09-03,BAML,SELF_CLEAR
T20250901-000303,GOOGL,SELL,300,488.16,146448.0,FND1056,2025-09-01T17:59:49,2025-09-03,JPMC,INTRODUCING
T20250901-000304,NVDA,SELL,2000,356.53,713060.0,FND1010,2025-09-01T19:10:28,2025-09-03,CDEL,INTRODUCING
T20250901-000305,BAC,SELL,1500,465.45,698175.0,FND1014,2025-09-01T17:19:40,2025-09-03,BAML,SELF_CLEAR
T20250901-000306,TSLA,SELL,1500,373.47,560205.0,FND1008,2025-09-01T19:41:53,2025-09-03,BAML,INTRODUCING
T20250901-000307,META,SELL,2000,493.49,986980.0,FND1045,2025-09-01T20:08:08,2025-09-03,BAML,INTRODUCING
T20250901-000308,UNH,SELL,200,462.46,92492.0,FND1049,2025-09-01T18:57:31,2025-09-03,GSCO,SELF_CLEAR
T20250901-000309,JPM,SELL,300,269.32,80796.0,FND1009,2025-09-01T20:14:23,2025-09-03,GSCO,SELF_CLEAR
T20250901-000310,JPM,BUY,1500,46.78,70170.0,FND1004,2025-09-01T20:35:35,2025-09-03,MSCO,SELF_CLEAR
T20250901-000311,TSLA,SELL,1500,423.54,635310.0,FND1027,2025-09-01T20:22:10,2025-09-03,NITE,SELF_CLEAR
T20250901-000312,TSLA,BUY,500,436.18,218090.0,FND1042,2025-09-01T17:44:05,2025-09-03,MSCO,SELF_CLEAR
T20250901-000313,XOM,BUY,2000,171.87,343740.0,FND1042,2025-09-01T19:30:29,2025-09-03,UBSW,INTRODUCING
T20250901-000314,TSLA,BUY,2000,487.73,975460.0,FND1044,2025-09-01T20:02:43,2025-09-03,JPMC,SELF_CLEAR
T20250901-000315,XOM,SELL,1000,133.82,133820.0,FND1042,2025-09-01T18:11:55,2025-09-03,UBSW,SELF_CLEAR
T20250901-000316,NVDA,SELL,1000,34.48,34480.0,FND1031,2025-09-01T18:45:29,2025-09-03,CDEL,SELF_CLEAR
T20250901-000317,MSFT,SELL,1500,114.6,171900.0,FND1027,2025-09-01T19:22:06,2025-09-03,NITE,SELF_CLEAR
T20250901-000318,GOOGL,BUY,1500,80.84,121260.0,FND1026,2025-09-01T20:33:20,2025-09-03,GSCO,INTRODUCING
T20250901-000319,META,BUY,200,40.41,8082.0,FND1032,2025-09-01T19:41:51,2025-09-03,NITE,INTRODUCING
T20250901-000320,JPM,SELL,500,242.63,121315.0,FND1014,2025-09-01T17:34:39,2025-09-03,UBSW,INTRODUCING
T20250901-000321,XOM,SELL,1000,238.8,238800.0,FND1045,2025-09-01T20:25:26,2025-09-03,UBSW,INTRODUCING
T20250901-000322,AMZN,SELL,1000,452.67,452670.0,FND1004,2025-09-01T17:31:13,2025-09-03,BAML,INTRODUCING
T20250901-000323,XOM,BUY,500,432.74,216370.0,FND1059,2025-09-01T20:24:17,2025-09-03,MSCO,SELF_CLEAR
T20250901-000324,AAPL,SELL,1500,340.21,510315.0,FND1041,2025-09-01T20:12:23,2025-09-03,NITE,SELF_CLEAR
T20250901-000325,AMZN,BUY,200,343.95,68790.0,FND1030,2025-09-01T20:31:25,2025-09-03,CDEL,SELF_CLEAR
T20250901-000326,MSFT,BUY,1500,307.85,461775.0,FND1043,2025-09-01T17:54:54,2025-09-03,JPMC,INTRODUCING
T20250901-000327,BAC,SELL,200,310.75,62150.0,FND1005,2025-09-01T18:54:35,2025-09-03,UBSW,SELF_CLEAR
T20250901-000328,AAPL,SELL,500,253.69,126845.0,FND1041,2025-09-01T19:52:17,2025-09-03,BAML,INTRODUCING
T20250901-000329,TSLA,SELL,1500,84.09,126135.0,FND1040,2025-09-01T19:09:55,2025-09-03,BAML,INTRODUCING
T20250901-000330,MSFT,BUY,200,355.68,71136.0,FND1017,2025-09-01T19:01:45,2025-09-03,JPMC,INTRODUCING
T20250901-000331,MSFT,SELL,200,499.12,99824.0,FND1037,2025-09-01T20:45:29,2025-09-03,UBSW,INTRODUCING
T20250901-000332,TSLA,SELL,1000,32.93,32930.0,FND1030,2025-09-01T17:52:04,2025-09-03,JPMC,SELF_CLEAR
T20250901-000333,AAPL,BUY,100,334.41,33441.0,FND1027,2025-09-01T18:51:13,2025-09-03,MSCO,INTRODUCING
T20250901-000334,AAPL,SELL,2000,309.78,619560.0,FND1012,2025-09-01T19:27:10,2025-09-03,JPMC,INTRODUCING
T20250901-000335,GOOGL,SELL,1500,392.02,588030.0,FND1017,2025-09-01T20:46:45,2025-09-03,GSCO,INTRODUCING
T20250901-000336,BRK.B,SELL,100,145.56,14556.0,FND1009,2025-09-01T19:31:54,2025-09-03,NITE,SELF_CLEAR
T20250901-000337,BAC,SELL,2000,452.77,905540.0,FND1030,2025-09-01T17:32:43,2025-09-03,UBSW,SELF_CLEAR
T20250901-000338,BRK.B,SELL,300,194.05,58215.0,FND1029,2025-09-01T19:28:04,2025-09-03,CDEL,INTRODUCING
T20250901-000339,AMZN,BUY,1000,438.62,438620.0,FND1021,2025-09-01T18:40:57,2025-09-03,JPMC,INTRODUCING
T20250901-000340,TSLA,SELL,1500,121.08,181620.0,FND1000,2025-09-01T17:47:02,2025-09-03,GSCO,INTRODUCING
T20250901-000341,UNH,BUY,100,350.58,35058.0,FND1054,2025-09-01T17:43:14,2025-09-03,CDEL,SELF_CLEAR
T20250901-000342,AAPL,BUY,300,170.43,51129.0,FND1024,2025-09-01T20:27:57,2025-09-03,GSCO,SELF_CLEAR
T20250901-000343,GOOGL,SELL,200,337.87,67574.0,FND1051,2025-09-01T18:36:48,2025-09-03,CDEL,INTRODUCING
T20250901-000344,AAPL,BUY,500,449.65,224825.0,FND1005,2025-09-01T17:10:13,2025-09-03,MSCO,INTRODUCING
T20250901-000345,MSFT,BUY,100,489.5,48950.0,FND1052,2025-09-01T19:31:52,2025-09-03,BAML,SELF_CLEAR
T20250901-000346,META,BUY,300,144.38,43314.0,FND1047,2025-09-01T17:44:41,2025-09-03,JPMC,INTRODUCING
T20250901-000347,BAC,BUY,200,233.75,46750.0,FND1055,2025-09-01T18:00:43,2025-09-03,GSCO,SELF_CLEAR
T20250901-000348,BRK.B,BUY,200,32.2,6440.0,FND1034,2025-09-01T16:58:14,2025-09-03,JPMC,SELF_CLEAR
T20250901-000349,UNH,SELL,1500,448.33,672495.0,FND1041,2025-09-01T20:20:56,2025-09-03,GSCO,INTRODUCING
T20250901-000350,MSFT,BUY,500,130.17,65085.0,FND1025,2025-09-01T17:15:51,2025-09-03,BAML,SELF_CLEAR
T20250901-000351,MSFT,SELL,200,388.11,77622.0,FND1035,2025-09-01T19:15:01,2025-09-03,UBSW,INTRODUCING
T20250901-000352,GOOGL,SELL,1500,143.69,215535.0,FND1037,2025-09-01T18:14:51,2025-09-03,BAML,INTRODUCING
T20250901-000353,TSLA,SELL,100,91.47,9147.0,FND1046,2025-09-01T18:47:12,2025-09-03,BAML,SELF_CLEAR
T20250901-000354,MSFT,BUY,200,383.55,76710.0,FND1000,2025-09-01T17:50:01,2025-09-03,MSCO,SELF_CLEAR
T20250901-000355,GOOGL,SELL,300,457.76,137328.0,FND1000,2025-09-01T17:35:36,2025-09-03,CDEL,SELF_CLEAR
T20250901-000356,TSLA,BUY,500,244.04,122020.0,FND1025,2025-09-01T20:09:51,2025-09-03,NITE,SELF_CLEAR
T20250901-000357,GOOGL,BUY,100,200.65,20065.0,FND1030,2025-09-01T17:58:06,2025-09-03,BAML,SELF_CLEAR
T20250901-000358,XOM,SELL,100,415.66,41566.0,FND1053,2025-09-01T19:27:19,2025-09-03,UBSW,INTRODUCING
T20250901-000359,XOM,SELL,100,509.59,50959.0,FND1032,2025-09-01T19:24:55,2025-09-03,NITE,SELF_CLEAR
T20250901-000360,JPM,SELL,500,84.12,42060.0,FND1013,2025-09-01T16:59:37,2025-09-03,CDEL,INTRODUCING
T20250901-000361,NVDA,SELL,1500,414.97,622455.0,FND1044,2025-09-01T17:28:58,2025-09-03,NITE,INTRODUCING
T20250901-000362,BRK.B,SELL,100,247.22,24722.0,FND1006,2025-09-01T17:05:44,2025-09-03,NITE,INTRODUCING
T20250901-000363,BRK.B,SELL,1000,30.58,30580.0,FND1048,2025-09-01T17:24:02,2025-09-03,NITE,INTRODUCING
T20250901-000364,TSLA,BUY,100,303.83,30383.0,FND1008,2025-09-01T17:25:37,2025-09-03,JPMC,INTRODUCING
T20250901-000365,META,SELL,200,356.29,71258.0,FND1030,2025-09-01T18:20:59,2025-09-03,JPMC,INTRODUCING
T20250901-000366,UNH,BUY,1500,349.83,524745.0,FND1056,2025-09-01T17:18:45,2025-09-03,CDEL,SELF_CLEAR
T20250901-000367,XOM,SELL,500,443.08,221540.0,FND1037,2025-09-01T17:27:06,2025-09-03,BAML,SELF_CLEAR
T20250901-000368,JPM,BUY,500,391.79,195895.0,FND1032,2025-09-01T18:39:14,2025-09-03,NITE,INTRODUCING
T20250901-000369,XOM,BUY,300,449.53,134859.0,FND1020,2025-09-01T20:54:51,2025-09-03,GSCO,INTRODUCING
T20250901-000370,JPM,SELL,1000,219.75,219750.0,FND1047,2025-09-01T20:55:40,2025-09-03,CDEL,SELF_CLEAR
T20250901-000371,META,BUY,2000,241.84,483680.0,FND1019,2025-09-01T17:05:33,2025-09-03,CDEL,SELF_CLEAR
T20250901-000372,MSFT,SELL,2000,88.76,177520.0,FND1024,2025-09-01T20:17:17,2025-09-03,NITE,SELF_CLEAR
T20250901-000373,META,SELL,1500,45.21,67815.0,FND1017,2025-09-01T17:25:10,2025-09-03,UBSW,SELF_CLEAR
T20250901-000374,TSLA,BUY,300,274.38,82314.0,FND1021,2025-09-01T19:51:48,2025-09-03,BAML,INTRODUCING
T20250901-000375,JPM,BUY,200,205.6,41120.0,FND1037,2025-09-01T20:23:59,2025-09-03,UBSW,SELF_CLEAR
T20250901-000376,UNH,SELL,100,127.46,12746.0,FND1021,2025-09-01T17:18:40,2025-09-03,GSCO,SELF_CLEAR
T20250901-000377,UNH,BUY,2000,153.71,307420.0,FND1051,2025-09-01T19:23:08,2025-09-03,JPMC,INTRODUCING
T20250901-000378,BRK.B,SELL,200,428.11,85622.0,FND1047,2025-09-01T18:12:48,2025-09-03,GSCO,SELF_CLEAR
T20250901-000379,NVDA,BUY,200,166.57,33314.0,FND1058,2025-09-01T20:47:06,2025-09-03,MSCO,INTRODUCING
T20250901-000380,BRK.B,SELL,1500,146.07,219105.0,FND1002,2025-09-01T20:58:05,2025-09-03,MSCO,INTRODUCING
T20250901-000381,BAC,BUY,200,47.11,9422.0,FND1023,2025-09-01T19:07:42,2025-09-03,MSCO,SELF_CLEAR
T20250901-000382,BAC,SELL,2000,307.41,614820.0,FND1032,2025-09-01T19:28:13,2025-09-03,UBSW,INTRODUCING
T20250901-000383,JPM,SELL,1500,272.98,409470.0,FND1057,2025-09-01T17:35:12,2025-09-03,MSCO,INTRODUCING
T20250901-000384,XOM,BUY,2000,71.63,143260.0,FND1058,2025-09-01T17:12:05,2025-09-03,UBSW,INTRODUCING
T20250901-000385,GOOGL,BUY,1500,184.51,276765.0,FND1035,2025-09-01T18:06:14,2025-09-03,BAML,INTRODUCING
T20250901-000386,JPM,BUY,1500,285.41,428115.0,FND1013,2025-09-01T19:53:54,2025-09-03,NITE,INTRODUCING
T20250901-000387,AMZN,BUY,1000,156.95,156950.0,FND1021,2025-09-01T20:23:01,2025-09-03,BAML,SELF_CLEAR
T20250901-000388,BAC,SELL,500,87.6,43800.0,FND1038,2025-09-01T17:27:45,2025-09-03,MSCO,INTRODUCING
T20250901-000389,NVDA,SELL,100,453.2,45320.0,FND1031,2025-09-01T20:43:36,2025-09-03,MSCO,INTRODUCING
T20250901-000390,AAPL,BUY,200,305.58,61116.0,FND1001,2025-09-01T19:02:20,2025-09-03,BAML,INTRODUCING
T20250901-000391,META,BUY,1500,18.14,27210.0,FND1021,2025-09-01T18:25:47,2025-09-03,GSCO,INTRODUCING
T20250901-000392,BAC,SELL,1000,232.75,232750.0,FND1036,2025-09-01T18:00:16,2025-09-03,GSCO,SELF_CLEAR
T20250901-000393,GOOGL,BUY,1500,75.58,113370.0,FND1010,2025-09-01T18:00:05,2025-09-03,GSCO,SELF_CLEAR
T20250901-000394,XOM,SELL,200,66.61,13322.0,FND1047,2025-09-01T17:09:13,2025-09-03,NITE,SELF_CLEAR
T20250901-000395,MSFT,SELL,1000,395.9,395900.0,FND1003,2025-09-01T20:57:34,2025-09-03,GSCO,INTRODUCING
T20250901-000396,GOOGL,BUY,300,30.44,9132.0,FND1005,2025-09-01T18:21:33,2025-09-03,UBSW,SELF_CLEAR
T20250901-000397,JPM,BUY,500,174.88,87440.0,FND1024,2025-09-01T17:07:04,2025-09-03,CDEL,SELF_CLEAR
T20250901-000398,BRK.B,SELL,2000,264.03,528060.0,FND1017,2025-09-01T17:09:25,2025-09-03,BAML,INTRODUCING
T20250901-000399,XOM,SELL,100,144.5,14450.0,FND1014,2025-09-01T20:21:55,2025-09-03,UBSW,INTRODUCING
T20250901-000400,NVDA,BUY,300,128.06,38418.0,FND1049,2025-09-01T20:36:05,2025-09-03,BAML,SELF_CLEAR
T20250901-000401,JPM,SELL,2000,388.07,776140.0,FND1035,2025-09-01T20:27:13,2025-09-03,GSCO,INTRODUCING
T20250901-000402,MSFT,SELL,200,453.94,90788.0,FND1010,2025-09-01T18:01:59,2025-09-03,NITE,INTRODUCING
T20250901-000403,BAC,BUY,2000,355.69,711380.0,FND1006,2025-09-01T17:12:17,2025-09-03,NITE,SELF_CLEAR
T20250901-000404,NVDA,BUY,500,93.18,46590.0,FND1020,2025-09-01T20:29:32,2025-09-03,GSCO,INTRODUCING
T20250901-000405,META,SELL,2000,311.55,623100.0,FND1037,2025-09-01T18:58:34,2025-09-03,BAML,INTRODUCING
T20250901-000406,META,BUY,100,487.14,48714.0,FND1038,2025-09-01T19:23:09,2025-09-03,NITE,INTRODUCING
T20250901-000407,XOM,SELL,1500,180.82,271230.0,FND1016,2025-09-01T18:35:03,2025-09-03,JPMC,INTRODUCING
T20250901-000408,NVDA,BUY,2000,508.89,1017780.0,FND1047,2025-09-01T19:15:36,2025-09-03,UBSW,INTRODUCING
T20250901-000409,GOOGL,SELL,500,232.96,116480.0,FND1035,2025-09-01T17:24:15,2025-09-03,MSCO,INTRODUCING
T20250901-000410,BRK.B,BUY,200,261.53,52306.0,FND1022,2025-09-01T19:16:37,2025-09-03,BAML,SELF_CLEAR
T20250901-000411,BRK.B,BUY,100,411.68,41168.0,FND1039,2025-09-01T19:32:23,2025-09-03,BAML,INTRODUCING
T20250901-000412,XOM,BUY,2000,85.4,170800.0,FND1030,2025-09-01T17:36:39,2025-09-03,MSCO,SELF_CLEAR
T20250901-000413,NVDA,BUY,1000,363.91,363910.0,FND1053,2025-09-01T17:24:23,2025-09-03,JPMC,INTRODUCING
T20250901-000414,MSFT,SELL,1500,355.82,533730.0,FND1028,2025-09-01T17:03:19,2025-09-03,MSCO,INTRODUCING
T20250901-000415,JPM,SELL,200,219.83,43966.0,FND1029,2025-09-01T20:02:41,2025-09-03,NITE,SELF_CLEAR
T20250901-000416,BAC,BUY,1500,141.87,212805.0,FND1011,2025-09-01T17:06:41,2025-09-03,NITE,INTRODUCING
